Unnamed: 0,Latitude,Longitude,School Name,School Address,School Rating,zipcode
1088,30.333947,-97.985935,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78738
1090,30.513529,-97.892489,Patricia Knowles Elementary School,"2101 Cougar Country Drive, Cedar Park, TX  78613",5.0,78641
1091,30.517612,-97.73095699999999,Brushy Creek Elementary School,"3800 Stonebridge Drive, Round Rock, TX  78681",8.0,78681
1093,30.261156,-97.92183,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78738
1094,30.3276,-97.922962,River Ridge Elementary School,"12900 Tierra Grande Trail, Austin, TX  78732",10.0,78738
1096,30.548853,-97.755166,Chandler Oaks Elementary School,"3800 Stone Oak Drive, Round Rock, TX  78681",9.0,78613
1097,30.426921000000004,-97.896137,Grandview Hills Elementary School,"12024 Vista Parke Drive, Austin, TX  78726",6.0,78613
1098,30.46537,-97.61599100000001,Highland Park Elementary School,"528 Kingston Lacy Boulevard, Pflugerville, TX  78660",9.0,78660
1099,30.318707,-97.66780899999999,Winn Elementary School,"3500 Susquehanna Lane, Austin, TX  78723",3.0,78724
1100,30.219960999999998,-97.848753,Patton Elementary School,"6001 Westcreek Drive, Austin, TX  78749",6.0,78749
1101,30.190544,-97.940382,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78749
1102,30.398460999999998,-97.757776,Hill Elementary School,"8601 Tallwood Drive, Austin, TX  78759",8.0,78759
1103,30.435366,-97.707091,Parmer Lane Elementary School,"1806 Parmer Lane, Austin, TX  78727",7.0,78729
1106,30.192847999999998,-97.917834,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78749
1109,30.234233000000003,-97.893253,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9.0,78749
1111,30.499322999999997,-97.823786,Ada Mae Faubion Elementary School,"1209 Cypress Creek Road, Cedar Park, TX  78613",6.0,78613
1112,30.090024,-97.77260600000001,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78748
1113,30.525451,-97.845109,Lois F Giddens Elementary School,"1500 Timberwood Drive, Cedar Park, TX  78613",4.0,78641
1114,30.230452000000003,-97.716255,Baty Elementary School,"2101 Faro Drive, Austin, TX  78741",3.0,78704
1117,30.549120000000002,-97.788726,Parkside Elementary School,"301 Garner Park Drive, Georgetown, TX  78628",7.0,78613
1118,30.217816,-97.8514,Patton Elementary School,"6001 Westcreek Drive, Austin, TX  78749",6.0,78749
1120,30.357715000000002,-97.98416,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78738
1122,30.446254999999997,-97.653896,Springhill Elementary School,"600 South Heatherwilde Boulevard, Pflugerville, TX  78660",5.0,78660
1123,30.439318,-97.766802,Pond Springs Elementary School,"7825 Elkhorn Mountain Trail, Austin, TX  78729",5.0,78729
1124,30.310743,-97.69348199999999,Blanton Elementary School,"5408 Westminster Drive, Austin, TX  78723",5.0,78752
1125,30.345917,-97.873079,Laura Welch Bush Elementary School,"12600 Country Trails Lane, Austin, TX  78732",10.0,78750
1126,30.195008,-97.862442,Kiker Elementary School,"5913 La Crosse Avenue, Austin, TX  78739",10.0,78749
1127,30.11066,-97.719323,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78748
1128,30.370621000000003,-97.682123,Walnut Creek Elementary School,"401 West Braker Lane, Austin, TX  78753",3.0,78758
1129,30.34242,-97.85550699999999,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10.0,78750
1130,30.088853000000004,-97.770208,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78748
1131,30.490534999999998,-97.569765,Rowe Lane Elementary School,"3112 Speidel Drive, Pflugerville, TX  78660",9.0,78660
1132,30.237213,-97.984948,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78738
1135,30.470273,-97.826918,Pauline Naumann Elementary School,"1201 Brighton Bend Lane, Cedar Park, TX  78613",8.0,78613
1138,30.534263,-97.660651,Double File Trail Elementary School,"2400 Chandler Creek Boulevard, Round Rock, TX  78665",5.0,78664
1141,30.294896,-97.91835,Barton Creek Elementary School,"1370 Patterson Road, Austin, TX  78733",10.0,78738
1142,30.311831,-97.682727,Andrews Elementary School,"6801 Northeast Drive, Austin, TX  78723",4.0,78752
1143,30.22298,-97.628333,Govalle Elementary School,"3601 Del Valle Street, Austin, TX  78617",1.0,78617
1144,30.406189,-97.736773,Davis Elementary School,"5214 Duval Road, Austin, TX  78727",6.0,78759
1146,30.241301,-97.875925,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78749
1147,30.35098,-97.756964,Doss Elementary School,"7005 Northledge Drive, Austin, TX  78731",9.0,78759
1149,30.493911999999998,-97.64986800000001,Gattis Elementary School,"2920 Round Rock Ranch Boulevard, Round Rock, TX  78665",7.0,78664
1150,30.226689,-97.780392,St Elmo El,"600 West Saint Elmo Road, Austin, TX  78745",6.0,78704
1151,30.439008,-97.824771,Canyon Creek Elementary School,"10210 Ember Glen Drive, Austin, TX  78726",10.0,78750
1153,30.521831,-97.676542,Vic Robertson Elementary School,"1415 Bayland Street, Round Rock, TX  78664",4.0,78664
1154,30.471208,-97.818481,Pauline Naumann Elementary School,"1201 Brighton Bend Lane, Cedar Park, TX  78613",8.0,78613
1157,30.362548999999998,-97.465251,Neidig Elementary School,"13700 County Line Road, Elgin, TX  78621",2.0,78621
1158,30.143946000000003,-97.881579,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78749
1159,30.338981,-97.747333,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10.0,78756
1162,30.33858,-97.706468,Webb Primary Center,"601 East Saint Johns Avenue, Austin, TX  78752",3.0,78752
1165,30.323864,-97.72008000000001,Reilly Elementary School,"405 Denson Drive, Austin, TX  78752",7.0,78756
1166,30.196609000000002,-97.811993,Cunningham Elementary School,"2200 Berkeley Avenue, Austin, TX  78745",2.0,78745
1167,30.144804999999998,-97.850431,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78749
1168,30.231393,-97.712806,Baty Elementary School,"2101 Faro Drive, Austin, TX  78741",3.0,78704
1169,30.390815000000003,-97.761576,Hill Elementary School,"8601 Tallwood Drive, Austin, TX  78759",8.0,78759
1170,30.145167999999998,-97.748307,Blazier Elementary School,"8601 Nuckols Crossing Road, Austin, TX  78744",7.0,78748
1171,30.180411,-97.833577,Kocurek Elementary School,"9800 Curlew Drive, Austin, TX  78748",4.0,78749
1172,30.224836,-97.89543499999999,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9.0,78749
1173,30.036426000000002,-97.896599,Laura B Negley Elementary School,"5940 McNaughton, Kyle, TX  78640",6.0,78610
1174,30.275807,-97.80801600000001,Cedar Creek Elementary School,"3301 Pinnacle Road, Austin, TX  78746",9.0,78746
1175,30.398728000000002,-97.87980999999999,Steiner Ranch Elementary School,"4001 North Quinlan Park Road, Austin, TX  78732",9.0,78750
1176,30.337339,-97.652761,Winn Elementary School,"3500 Susquehanna Lane, Austin, TX  78723",3.0,78724
1178,30.446626000000002,-97.745106,Jollyville Elementary School,"6720 Corpus Christi Drive, Austin, TX  78729",6.0,78729
1179,30.367065999999998,-97.675823,Graham Elementary School,"11211 Tom Adams Drive, Austin, TX  78753",8.0,78758
1180,30.209257,-97.93126600000001,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78749
1182,30.311809999999998,-97.67564399999999,Andrews Elementary School,"6801 Northeast Drive, Austin, TX  78723",4.0,78724
1183,30.375082,-97.770156,Hill Elementary School,"8601 Tallwood Drive, Austin, TX  78759",8.0,78759
1184,30.363736,-97.70679,Wooldridge Elementary School,"1412 Norseman Terrace, Austin, TX  78758",5.0,78758
1185,30.341678,-97.785311,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10.0,78759
1186,30.348157,-97.75585600000001,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10.0,78759
1187,30.350544,-97.804288,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10.0,78750
1188,30.315101000000002,-97.75021600000001,Texas School For The Blind,"1100 West 45th Street, Austin, TX  78756",1.0,78756
1189,30.196514,-97.802316,Cunningham Elementary School,"2200 Berkeley Avenue, Austin, TX  78745",2.0,78745
1190,30.209390000000003,-97.87013,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9.0,78749
1191,30.315921000000003,-97.720853,Ridgetop Elementary School,"5005 Caswell Avenue, Austin, TX  78751",5.0,78756
1192,30.381635,-97.708393,Cook Elementary School,"1511 Cripple Creek Drive, Austin, TX  78758",5.0,78758
1193,30.497978999999997,-97.85046700000001,Westside Elementary School,"300 Ryan Jordan Lane, Cedar Park, TX  78613",8.0,78613
1194,30.509086,-97.86541,C. C. Mason Elementary School (Col. Charles Clayborn),"1501 Lakeline Boulevard, Cedar Park, TX  78613",4.0,78641
1196,30.196968,-97.741206,Rodriguez Elementary School,"4400 Franklin Park Drive, Austin, TX  78744",2.0,78704
1201,30.156383,-97.802097,Casey Elementary School,"9400 Texas Oaks Drive, Austin, TX  78748",4.0,78748
1202,30.485546999999997,-97.863794,Deer Creek Elementary School,"2420 Zeppelin Drive, Cedar Park, TX  78613",9.0,78613
1203,30.519443,-97.878339,Patricia Knowles Elementary School,"2101 Cougar Country Drive, Cedar Park, TX  78613",5.0,78641
1204,30.294012,-97.96412099999999,Lakeway Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
1205,30.215595,-97.781948,St Elmo El,"600 West Saint Elmo Road, Austin, TX  78745",6.0,78745
1206,30.352406,-97.725928,Wooten Elementary School,"1406 Dale Drive, Austin, TX  78757",6.0,78758
1208,30.408462,-97.859623,Grandview Hills Elementary School,"12024 Vista Parke Drive, Austin, TX  78726",6.0,78750
1209,30.522266,-97.80218599999999,Ronald Reagan Elementary School,"1700 East Park Street, Cedar Park, TX  78613",8.0,78613
1211,30.289270000000002,-97.96522,Lakeway Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",9.0,78738
1212,30.455156,-97.78653800000001,Live Oak Elementary School,"8607 Anderson Mill Road, Austin, TX  78729",6.0,78750
1213,30.179496,-97.762498,Langford Elementary School,"2206 Blue Meadow Drive, Austin, TX  78744",5.0,78748
1215,30.242151,-97.88656999999999,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78749
1216,30.195464,-97.512203,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2.0,78612
1217,30.130878000000003,-97.783571,Blazier Elementary School,"8601 Nuckols Crossing Road, Austin, TX  78744",7.0,78748
1218,30.187794,-97.74489799999999,Widen Elementary School,"5605 Nuckols Crossing Road, Austin, TX  78744",1.0,78704
1219,30.349166999999998,-97.62179300000001,Bluebonnet Trail Elementary School,"11316 Farmhaven Road, Austin, TX  78754",6.0,78653
1220,30.20331,-97.78976999999999,Odom Elementary School,"1010 Turtle Creek Boulevard, Austin, TX  78745",6.0,78745
1222,30.353015000000003,-97.744614,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10.0,78759
1223,30.203249,-97.817394,Cunningham Elementary School,"2200 Berkeley Avenue, Austin, TX  78745",2.0,78745
1224,30.346637,-97.745961,Gullett Elementary School,"6310 Treadwell Boulevard, Austin, TX  78757",10.0,78756
1229,30.423934999999997,-97.766013,Kathy Caraway Elementary School,"11104 Oak View Drive, Austin, TX  78759",8.0,78729
1231,30.077143,-97.753147,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78748
1232,30.187565000000003,-97.7478,Widen Elementary School,"5605 Nuckols Crossing Road, Austin, TX  78744",1.0,78704
1234,30.355988,-97.991862,Bee Cave Elementary School,"3322 Ranch Road 620 South, Austin, TX  78738",8.0,78738
1236,30.414486,-97.776032,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78759
1237,30.501803000000002,-97.79097900000001,Rutledge Elementary School,"11501 Staked Plains Drive, Austin, TX  78717",9.0,78613
1241,30.372902000000003,-97.826904,River Place Elementary School,"6500 Sitio Del Rio Boulevard, Austin, TX  78730",8.0,78750
1242,30.373863,-97.808322,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10.0,78750
1244,30.226596,-97.96059,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78749
1247,30.392691999999997,-97.771321,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78759
1251,30.460997999999996,-97.582054,Murchison Elementary School,"2215 Kelly Lane, Pflugerville, TX  78660",8.0,78660
1252,30.360993,-97.772274,Doss Elementary School,"7005 Northledge Drive, Austin, TX  78731",9.0,78759
1254,30.473077000000004,-97.609585,Highland Park Elementary School,"528 Kingston Lacy Boulevard, Pflugerville, TX  78660",9.0,78660
1255,30.486741,-97.551518,Rowe Lane Elementary School,"3112 Speidel Drive, Pflugerville, TX  78660",9.0,78660
1257,30.513259,-97.721818,Fern Bluff Elementary School,"17815 Park Valley Drive, Round Rock, TX  78681",10.0,78681
1258,30.340892999999998,-97.706486,Brown Elementary School,"505 West Anderson Lane, Austin, TX  78752",4.0,78758
1259,30.502877,-97.651347,Neysa Callison Elementary School,"1750 Thompson Trail, Round Rock, TX  78664",4.0,78664
1260,30.339761,-97.810749,Bridge Point El,"6401 Cedar Street, Austin, TX  78746",10.0,78750
1261,30.334556,-97.73789000000001,Brentwood Elementary School,"6700 Arroyo Seco, Austin, TX  78757",7.0,78756
1262,30.414163000000002,-97.722362,Summitt Elementary School,"12207 Brigadoon Lane, Austin, TX  78727",8.0,78729
1264,30.206771999999997,-97.788864,Odom Elementary School,"1010 Turtle Creek Boulevard, Austin, TX  78745",6.0,78745
1265,30.160359000000003,-97.76852199999999,Blazier Elementary School,"8601 Nuckols Crossing Road, Austin, TX  78744",7.0,78748
1266,30.188686999999998,-97.788354,Williams Elementary School,"500 Mairo Street, Austin, TX  78748",4.0,78745
1267,30.150405,-97.857609,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78749
1268,30.42993,-97.826063,Canyon Creek Elementary School,"10210 Ember Glen Drive, Austin, TX  78726",10.0,78750
1270,30.231794,-97.78839,Joslin Elementary School,"4500 Manchaca Road, Austin, TX  78745",4.0,78704
1271,30.203281,-97.881372,Mills Elementary School,"6201 Davis Lane, Austin, TX  78749",9.0,78749
1272,30.391958000000002,-97.798234,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78750
1273,30.418490000000002,-97.624943,Wieland Elementary School,"900 Tudor House Road, Pflugerville, TX  78660",4.0,78660
1274,30.222656,-97.934224,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10.0,78749
1276,30.486082,-97.545588,Rowe Lane Elementary School,"3112 Speidel Drive, Pflugerville, TX  78660",9.0,78660
1277,30.359547999999997,-97.753902,Doss Elementary School,"7005 Northledge Drive, Austin, TX  78731",9.0,78759
1278,30.313662,-97.676064,Andrews Elementary School,"6801 Northeast Drive, Austin, TX  78723",4.0,78724
1279,30.360807,-97.546749,Shadowglen Elementary School,"12000 Shadowglen Trace, Manor, TX 78653",5.0,78653
1280,30.202854,-97.799873,Cunningham Elementary School,"2200 Berkeley Avenue, Austin, TX  78745",2.0,78745
1282,30.243539000000002,-97.553409,Oak Meadows Elementary School,"5600 Decker Creek Cove, Manor, TX  78653",2.0,78617
1284,30.419055,-97.72823299999999,Summitt Elementary School,"12207 Brigadoon Lane, Austin, TX  78727",8.0,78729
1286,30.254631,-97.778778,Barton Hills Elementary School,"2108 Barton Hills Drive, Austin, TX  78704",9.0,78704
1289,30.371888000000002,-97.82629399999999,River Place Elementary School,"6500 Sitio Del Rio Boulevard, Austin, TX  78730",8.0,78750
1292,30.445631,-97.613686,Brookhollow Elementary School,"1200 North Railroad Avenue, Pflugerville, TX  78660",5.0,78660
1293,30.155904999999997,-97.85707,Baranoff Elementary School,"12009 Buckingham Gate Road, Austin, TX  78748",9.0,78749
1294,30.245059,-97.906665,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78749
1295,30.360184000000004,-97.47202,Presidential Meadows Elementary School,"13252 George Bush Street, Manor, TX  78653",2.0,78621
1296,30.046628000000002,-97.721439,Creedmoor Elementary School,"5604 Farm to Market Road 1327, Austin, TX  78747",3.0,78640
1297,30.398108,-97.781948,Laurel Mountain Elementary School,"10111 D-K Ranch Road, Austin, TX  78759",10.0,78759
1300,30.378332,-97.817326,River Place Elementary School,"6500 Sitio Del Rio Boulevard, Austin, TX  78730",8.0,78750
1301,30.326539,-97.683051,Andrews Elementary School,"6801 Northeast Drive, Austin, TX  78723",4.0,78752
1303,30.256773,-97.83649,Patton Elementary School,"6001 Westcreek Drive, Austin, TX  78749",6.0,78746
1305,30.448809999999998,-97.75584599999999,Jollyville Elementary School,"6720 Corpus Christi Drive, Austin, TX  78729",6.0,78729
1307,30.192144,-97.968215,Baldwin Elementary School,"12200 Meridian Park Boulevard, Austin, TX  78739",8.0,78749
1308,30.359817,-97.859691,Steiner Ranch Elementary School,"4001 North Quinlan Park Road, Austin, TX  78732",9.0,78750
1310,30.431766999999997,-97.607869,Pflugerville Elementary School,"701 Immanuel Road, Pflugerville, TX  78660",7.0,78660
1313,30.562112,-97.742983,Chandler Oaks Elementary School,"3800 Stone Oak Drive, Round Rock, TX  78681",9.0,78613
1314,30.17543,-97.809365,Casey Elementary School,"9400 Texas Oaks Drive, Austin, TX  78748",4.0,78748
1315,30.234101000000003,-97.940568,Clayton Elementary School,"7525 La Crosse Avenue, Austin, TX  78739",10.0,78749
1316,30.235371999999998,-97.885289,Oak Hill Elementary School,"6101 Patton Ranch Road, Austin, TX  78735",6.0,78749
